149,273,266,0
150,269,274,0
151,273,262,0
152,261,272,0
153,266,275,0
154,271,277,0
155,276,277,0
156,261,278,0
157,264,269,0
158,270,270,0
159,271,279,0
160,276,269,0
161,268,278,0
162,270,269,0
163,262,270,0
164,276,271,0
165,277,263,0
166,270,277,0
167,269,266,0
168,268,272,0
169,262,266,0
170,269,270,0
171,272,280,0
172,261,263,0
173,279,278,0
174,277,277,0
175,276,278,0
176,262,276,0
177,270,271,0
178,280,276,0
179,274,278,0
180,274,278,0
181,276,265,0
182,264,263,0
183,269,274,0
184,274,274,0
185,262,277,0
186,266,261,0
187,263,279,0
188,276,278,0
189,274,262,0
190,269,266,0
191,262,276,0
192,268,279,0
193,277,277,0
194,278,267,0
195,263,261,0
196,268,280,0
197,276,278,0
198,276,261,0
199,279,269,0
200,276,280,0
201,269,276,0
202,271,263,0
203,265,263,0
204,262,273,0
205,270,262,0
206,262,264,0
207,278,267,0
208,273,280,0
209,261,273,0
210,277,267,0
211,261,276,0
212,276,275,0
213,264,262,0
214,270,278,0
215,274,266,0
216,278,263,0
217,273,272,0
218,278,262,0
219,267,263,0
220,280,261,0
221,266,275,0
222,266,275,0
223,262,278,0
224,279,274,0
225,274,272,0
226,266,278,0
227,269,271,0
228,272,275,0
229,274,261,0
230,265,261,0
231,275,273,0
232,262,263,0
233,264,263,0
234,274,271,0
235,270,261,0
236,266,265,0
237,279,273,0
238,269,268,0
239,264,261,0
240,261,274,0
241,280,269,0
242,279,265,0
243,273,270,0
244,278,263,0
245,264,276,0
246,264,268,0
247,269,271,0
248,279,267,0
249,278,263,0
250,5,9,0
251,17,6,0
252,14,18,0
253,19,12,0
254,11,10,0
255,12,1,0
256,10,8,0
257,10,15,0
258,19,3,0
259,1,20,0
260,11,5,0
261,12,10,0
262,4,13,0
263,14,14,0
264,14,14,0
265,12,15,0
266,11,10,0
267,7,11,0
268,5,17,0
269,16,20,0
270,10,16,0
271,14,19,0
272,1,4,0
273,4,12,0
274,18,7,0
275,11,7,0
276,1,7,0
277,17,11,0
278,8,15,0
279,10,9,0
280,5,3,0
281,19,12,0
282,2,15,0
283,5,12,0
284,10,3,0
285,18,14,0
286,4,9,0
287,3,15,0
288,14,18,0
289,18,1,0
290,7,12,0
291,20,13,0
292,14,6,0
293,19,16,0
294,13,19,0
295,3,11,0
296,20,6,0
297,4,11,0
298,12,14,0
299,17,10,0
300,5,15,0
301,6,2,0
302,8,7,0
303,7,6,0
304,9,10,0
305,3,11,0
306,6,2,0
307,14,20,0
308,2,1,0
309,14,20,0
310,1,12,0
311,6,15,0
312,11,20,0
313,15,20,0
314,7,11,0
315,16,14,0
316,8,18,0
317,6,13,0
318,15,5,0
319,4,11,0
320,9,9,0
321,17,16,0
322,16,11,0
323,16,14,0
324,12,18,0
325,19,13,0
326,10,7,0
327,2,8,0
328,18,14,0
329,9,14,0
330,19,16,0
331,10,8,0
332,7,9,0
333,14,18,0
334,14,13,0
335,4,15,0
336,5,18,0
337,8,17,0
338,8,15,0
339,13,3,0
340,1,14,0
341,20,5,0
342,12,4,0
343,13,1,0
344,9,19,0
345,3,8,0
346,1,12,0
347,13,16,0
348,15,11,0
349,11,3,0
350,6,10,0
351,20,19,0
352,3,7,0
353,1,11,0
354,10,11,0
355,1,11,0
356,20,3,0
357,17,8,0
358,15,18,0
359,14,19,0
360,17,10,0
361,11,10,0
362,18,12,0
363,7,5,0
364,13,2,0
365,16,9,0
366,5,14,0
367,9,5,0
368,5,17,0
369,19,5,0
370,5,7,0
371,10,4,0
372,3,13,0
373,19,14,0
374,4,15,0
375,5,20,0
376,14,5,0
377,6,12,0
378,13,4,0
379,19,1,0
380,16,16,0
381,13,13,0
382,10,11,0
383,15,8,0
384,9,13,0
385,18,5,0
386,20,7,0
387,13,11,0
388,17,17,0
389,7,8,0
390,1,18,0
391,12,9,0
392,14,9,0
393,17,19,0
394,12,18,0
395,15,18,0
396,14,5,0
397,19,7,0
398,10,20,0
399,2,12,0
400,4,14,0
401,14,19,0
402,11,14,0
403,17,18,0
404,3,3,0
405,7,10,0
406,5,2,0
407,11,7,0
408,13,10,0
409,11,4,0
410,2,17,0
411,10,6,0
412,17,16,0
413,16,12,0
414,15,6,0
415,15,11,0
416,15,6,0
417,2,19,0
418,12,20,0
419,17,9,0
420,8,5,0
421,8,5,0
422,11,11,0
423,13,2,0
424,7,6,0
425,12,16,0
426,12,5,0
427,7,2,0
428,1,3,0
429,4,13,0
430,20,15,0
431,3,6,0
432,7,1,0
433,16,15,0
434,12,19,0
435,17,11,0
436,13,11,0
437,7,2,0
438,4,4,0
439,8,10,0
440,11,6,0
441,10,4,0
442,15,9,0
443,12,12,0
444,9,9,0
445,9,2,0
446,9,14,0
447,13,5,0
448,18,14,0
449,4,1,0
450,11,3,0
451,16,14,0
452,6,3,0
453,3,20,0
454,2,16,0
455,1,12,0
456,11,14,0
457,18,11,0
458,2,7,0
459,6,14,0
460,1,12,0
461,16,5,0
462,14,1,0
463,19,15,0
464,16,2,0
465,11,5,0
466,3,19,0
467,1,15,0
468,16,15,0
469,11,7,0
470,15,19,0
471,15,18,0
472,13,12,0
473,13,10,0
474,9,17,0
475,13,17,0
476,19,18,0
477,8,10,0
478,19,10,0
479,4,6,0
480,17,9,0
481,15,2,0
482,19,5,0
483,5,9,0
484,12,9,0
485,14,15,0
486,6,17,0
487,5,17,0
488,4,15,0
489,3,17,0
490,12,15,0
491,6,1,0
492,18,7,0
493,11,5,0
494,1,7,0
495,18,10,0
496,17,8,0
497,12,7,0
498,13,18,0
499,9,6,0
